84,15
80,86
25,10
92,32
73,17
3,62
8,63
52,3
77,37
75,55
61,62
71,64
70,81
19,46
68,59
90,26
67,88
35,75
72,6
65,3
66,38
36,98
69,48
75,93
62,47
35,78
47,30
70,38
59,13
14,15
25,83
16,49
100,16
88,73
18,27
55,46
43,11
89,60
71,32
18,6
53,41
51,55
55,36
42,33
73,95
41,75
25,86
97,34
73,90
80,63
33,49
81,47
68,7
92,68
26,77
97,20
1,4
47,83
20,94
74,30
46,62
6,23
55,54
59,97
89,70
26,78
42,63
6,64
10,58
95,9
49,96
60,9
42,75
56,18
3,15
12,24
72,34
12,87
4,34
28,78
60,29
90,94
91,87
21,52
11,5
66,4
21,85
75,91
99,15
97,4
59,35
2,63
17,24
76,42
32,97
6,90
81,75
8,94
52,92
23,63
48,11
56,53
9,72
5,25
62,67
86,76
37,37
89,11
8,75
29,61
34,68
5,95
74,58
53,75
28,49
44,81
61,52
72,35
38,49
19,47
14,3
39,43
61,18
61,12
72,88
35,100
94,100
35,7
58,12
60,53
56,31
39,67
14,13
73,99
79,95
97,54
35,32
13,96
42,31
81,35
55,22
86,66
93,55
82,57
21,49
69,35
63,3
50,3
23,5
44,44
73,80
3,48
33,97
95,72
100,18
18,15
92,6
63,8
79,18
47,29
87,96
89,94
66,15
35,3
25,5
67,44
31,31
24,43
60,27
21,79
37,48
16,75
59,26
25,90
23,13
30,31
84,25
99,18
28,12
99,54
58,92
25,21
18,63
26,77
24,77
51,97
82,21
63,61
60,33
8,3
77,16
7,72
52,21
27,10
94,18
98,20
31,39
70,99
69,69
7,32
65,28
62,5
41,21
99,28
58,28
73,48
51,99
77,62
91,3
58,15
4,97
71,57
17,13
19,23
69,50
31,15
27,75
9,88
58,60
75,13
55,46
38,52
66,37
86,99
17,92
54,33
29,49
11,17
10,58
79,41
42,20
8,99
54,14
53,1
40,10
48,50
38,40
69,25
64,96
20,54
6,87
33,27
69,61
11,13
40,39
14,61
83,64
52,66
30,90
52,85
44,58
22,25
95,24
66,72
49,74
83,47
34,56
51,62
97,63
88,76
21,91
37,70
8,46
93,70
39,66
16,24
69,82
37,68
82,65
83,72
