24,94
60,91
81,66
43,75
33,60
13,12
61,78
83,14
100,28
90,55
49,4
41,25
71,66
96,1
45,63
6,6
80,4
13,9
28,86
63,1
23,62
93,55
1,63
30,52
69,63
41,74
29,87
5,77
61,31
91,32
71,35
95,65
79,76
56,18
6,82
4,53
19,66
87,47
65,25
81,21
10,14
16,19
70,93
53,26
45,4
98,42
30,85
69,81
11,22
43,40
78,94
55,8
35,69
28,87
41,44
34,49
7,79
34,38
59,52
16,35
65,65
18,78
3,2
47,98
78,8
69,25
33,90
40,8
49,55
83,61
88,68
66,28
8,64
27,42
72,2
92,13
83,71
21,5
73,50
22,25
82,13
43,57
90,6
23,51
3,50
84,98
19,69
93,15
33,65
84,60
11,61
39,90
98,94
65,39
93,65
78,100
25,78
7,82
38,30
20,4
56,68
20,5
41,71
63,92
86,60
60,88
73,78
6,59
69,57
14,51
10,78
10,81
69,93
16,22
84,21
6,91
19,33
10,40
90,6
92,25
23,24
51,81
100,41
65,85
62,28
34,10
1,47
76,43
80,98
94,5
13,37
22,56
22,52
58,11
11,81
11,73
52,86
25,88
4,74
16,55
68,100
3,19
26,47
58,2
5,72
53,57
73,44
88,44
56,97
89,96
92,54
25,100
21,4
59,25
24,61
90,53
71,64
84,23
83,33
97,34
91,55
98,80
83,32
52,93
1,9
1,93
96,95
66,54
67,38
92,59
69,62
32,91
94,8
17,30
83,71
4,35
56,28
92,10
39,59
58,65
65,47
16,70
88,10
1,20
48,51
76,55
26,49
82,33
27,77
19,24
28,55
17,22
23,10
52,61
62,14
1,91
83,8
34,9
67,57
28,4
57,39
4,49
68,93
76,4
33,2
61,88
7,22
58,10
19,89
4,35
44,57
86,75
17,11
33,44
38,73
29,52
6,99
82,88
74,56
61,35
44,28
55,7
95,60
32,58
98,26
34,36
16,96
37,97
82,20
99,51
44,50
69,79
40,38
24,33
89,40
66,77
88,34
58,100
80,33
11,76
11,45
81,85
42,43
10,6
90,56
67,68
30,92
39,45
73,40
86,36
60,11
43,28
1,48
37,68
79,21
31,39
62,44
30,50
20,70
48,56
77,46
62,37
28,11
45,42
62,98
38,28
100,43
16,7
63,67
60,71
76,80
55,32
47,49
4,19
7,48
92,9
71,51
99,10
65,39
65,78
88,60
18,90
97,9
41,99
82,67
39,28
74,42
20,41
98,28
91,35
54,55
46,48
24,82
70,12
49,60
24,58
41,56
22,69
18,5
89,42
46,22
11,41
58,67
78,88
51,4
47,3
22,94
30,77
72,3
19,23
69,33
34,81
55,21
68,86
43,91
81,98
19,62
47,47
7,70
25,35
62,77
53,14
94,96
92,36
88,23
22,67
81,28
95,78
84,100
66,45
25,79
85,9
61,27
79,45
38,41
52,12
59,44
20,66
83,82
75,29
6,5
24,7
4,99
10,59
58,67
3,74
32,45
37,77
45,76
35,29
86,98
93,50
82,36
36,56
72,93
72,88
59,94
24,24
6,68
72,7
55,1
23,60
15,84
13,37
33,45
96,83
20,94
62,77
63,86
13,63
11,47
87,50
35,41
63,17
49,53
17,35
53,43
83,92
11,26
68,13
14,87
21,13
52,93
56,2
54,33
36,1
96,17
100,2
66,94
76,24
58,7
13,29
67,60
6,81
31,61
43,58
56,37
71,17
13,100
66,71
27,93
48,3
36,63
22,4
17,6
83,87
35,94
20,55
96,77
56,24
56,27
74,18
40,44
76,39
47,69
70,94
78,23
41,96
82,9
67,88
74,92
44,38
16,30
53,27
70,73
57,77
41,82
21,99
88,27
94,93
55,4
86,78
64,2
96,97
27,66
53,54
70,49
59,10
68,59
53,51
4,8
38,96
27,71
11,92
73,66
100,89
5,99
51,75
79,46
8,46
59,36
68,26
14,96
85,31
64,57
60,98
77,95
22,100
49,10
85,65
100,38
79,71
8,69
13,9
24,8
17,55
1,90
